Bust/Chest,Height,Weight,Waist,Hips,Body Shape Index
30.39354133605957,61.730953216552734,36.645355224609375,28.0268497467041,32.53478240966797,3.0
29.646778106689453,61.58773422241211,37.409542083740234,27.07972526550293,32.04045867919922,3.0
31.328365325927734,63.25701904296875,43.25436019897461,28.58559226989746,33.321136474609375,3.0
29.391904830932617,61.46391677856445,34.38882827758789,27.056419372558594,31.661279678344727,3.0
29.267906188964844,61.96133804321289,36.38460159301758,26.585838317871094,31.391511917114258,3.0
29.309547424316406,62.05658721923828,37.54661560058594,26.70014762878418,31.496814727783203,3.0
29.45139503479004,62.089385986328125,38.47563171386719,26.834951400756836,31.785194396972656,3.0
30.50253677368164,62.599517822265625,39.174434661865234,27.912784576416016,32.715484619140625,3.0
30.414255142211914,62.199920654296875,38.762054443359375,27.764415740966797,32.54972839355469,3.0
29.398691177368164,61.80475997924805,36.3714485168457,26.779653549194336,31.41347312927246,3.0
29.51351547241211,61.85383605957031,37.96030044555664,27.056364059448242,32.359134674072266,3.0
29.500463485717773,61.93538284301758,37.40923309326172,26.812583923339844,31.620424270629883,3.0
29.31153678894043,62.060943603515625,38.003570556640625,26.729473114013672,31.7033748626709,3.0
30.303922653198242,61.787681579589844,36.81925964355469,27.749019622802734,32.39144515991211,3.0
28.996109008789062,61.37175750732422,34.550052642822266,26.69044303894043,31.53814125061035,3.0
26.63401985168457,60.85423278808594,28.135541915893555,24.494306564331055,29.19280242919922,3.0
31.53169059753418,62.861106872558594,43.49296188354492,28.75113296508789,33.384033203125,3.0
29.919166564941406,62.36880111694336,39.27159881591797,27.223541259765625,32.11943054199219,3.0
29.11016273498535,61.56981658935547,35.792179107666016,26.551830291748047,31.43480682373047,3.0
29.575504302978516,62.05095291137695,38.47936248779297,26.895748138427734,31.846572875976562,3.0
28.074016571044922,60.94847106933594,30.916078567504883,25.79517936706543,30.264795303344727,3.0
29.290287017822266,62.122859954833984,38.47260665893555,26.669790267944336,31.990949630737305,3.0
29.884614944458008,61.97176742553711,37.20306396484375,27.20819091796875,31.90281867980957,3.0
27.966779708862305,61.02604675292969,30.391069412231445,25.540632247924805,30.281282424926758,3.0
28.80878257751465,61.40461730957031,33.76227569580078,26.565195083618164,31.592601776123047,3.0
31.233015060424805,62.39629364013672,40.39499282836914,28.590681076049805,33.25434112548828,3.0
29.912654876708984,62.340789794921875,37.21864700317383,27.295703887939453,31.749250411987305,3.0
29.929170608520508,61.630001068115234,36.295108795166016,27.38905906677246,32.100563049316406,3.0
29.527029037475586,61.89718246459961,36.910858154296875,27.02471160888672,32.023956298828125,3.0
29.363924026489258,61.50482177734375,35.83091354370117,26.86977767944336,31.97347068786621,3.0
29.317581176757812,61.6362190246582,36.563018798828125,26.769668579101562,32.013179779052734,3.0
30.46936798095703,63.01420211791992,42.93993377685547,27.61873435974121,32.66010665893555,3.0
31.513755798339844,62.512813568115234,41.902740478515625,28.816505432128906,33.49579620361328,3.0
29.859424591064453,62.47036361694336,42.82635498046875,27.129135131835938,33.132476806640625,3.0
29.320043563842773,61.26619338989258,32.31496047973633,27.030210494995117,31.475250244140625,3.0
30.896480560302734,62.31315231323242,39.70899963378906,28.24945831298828,32.83376693725586,3.0
30.755720138549805,62.33554458618164,39.774654388427734,28.13265609741211,32.87247848510742,3.0
30.545589447021484,62.1406135559082,38.18281173706055,27.841773986816406,32.53078842163086,3.0
29.57278060913086,61.6601448059082,36.03641891479492,27.004228591918945,31.71868896484375,3.0
30.91157341003418,62.77672576904297,40.80106735229492,28.378623962402344,32.97166061401367,3.0
29.07560920715332,62.26107406616211,35.53963851928711,26.657873153686523,30.954994201660156,3.0
29.800100326538086,61.94598388671875,37.17724609375,27.247779846191406,31.76678466796875,3.0
29.38697052001953,62.16836929321289,37.770057678222656,26.52857780456543,31.64230728149414,3.0
29.640058517456055,62.63150405883789,38.42671585083008,26.969335556030273,31.66647720336914,3.0
29.051103591918945,61.97722625732422,36.66524887084961,26.314624786376953,31.455339431762695,3.0
29.56063461303711,62.267765045166016,38.501888275146484,26.811342239379883,32.03125762939453,3.0
30.283205032348633,62.08588790893555,38.079715728759766,27.718271255493164,32.38014602661133,3.0
29.2905330657959,61.79013442993164,38.62433624267578,26.500558853149414,31.79053497314453,3.0
28.803878784179688,61.11958312988281,32.16032791137695,26.303348541259766,30.70669937133789,3.0
27.862184524536133,61.44337844848633,34.14197540283203,25.430273056030273,30.422157287597656,3.0
27.62859344482422,60.20217514038086,28.1538143157959,25.464509963989258,30.0982608795166,3.0
29.45538902282715,61.77449417114258,36.50566864013672,26.799978256225586,31.824735641479492,3.0
29.27560806274414,61.65484619140625,35.45819854736328,26.592866897583008,31.457746505737305,3.0
29.9508056640625,61.52852249145508,34.41604232788086,27.501018524169922,32.029415130615234,3.0
30.755332946777344,62.636653900146484,40.978614807128906,28.015962600708008,33.18240737915039,3.0
30.58175277709961,62.14177322387695,38.28643798828125,27.858421325683594,32.57815933227539,3.0
28.409757614135742,61.07978057861328,34.00557327270508,26.042570114135742,31.23604965209961,3.0
29.8828182220459,62.017356872558594,34.96492385864258,27.335342407226562,31.78847885131836,3.0
28.91634178161621,61.512413024902344,34.572818756103516,26.27663803100586,30.961694717407227,3.0
30.699756622314453,62.31135559082031,39.47924041748047,27.990760803222656,32.94398880004883,3.0
28.960765838623047,61.03030014038086,32.575374603271484,26.730777740478516,31.41152000427246,3.0
29.353424072265625,62.06434631347656,37.5083122253418,26.626758575439453,31.86115264892578,3.0
29.154748916625977,61.90128707885742,38.770286560058594,26.490205764770508,31.723215103149414,3.0
28.69011688232422,61.25642395019531,34.16197967529297,26.36432456970215,31.170454025268555,3.0
30.183015823364258,62.134185791015625,38.217350006103516,27.513765335083008,32.281578063964844,3.0
30.28180694580078,62.234344482421875,38.82193374633789,27.513731002807617,31.99624252319336,3.0
29.88419532775879,61.5859375,36.16156005859375,27.525278091430664,32.22480392456055,3.0
29.208208084106445,61.26798629760742,32.70302200317383,26.693603515625,31.425945281982422,3.0
29.80150032043457,61.823787689208984,37.636104583740234,27.340333938598633,32.0850830078125,3.0
28.59262466430664,61.618858337402344,34.538482666015625,26.101661682128906,30.760021209716797,3.0
30.67717742919922,62.731056213378906,40.973873138427734,27.851423263549805,32.32046127319336,3.0
29.9627685546875,62.31743240356445,39.043540954589844,27.533462524414062,32.58151626586914,3.0
29.414104461669922,61.928531646728516,37.85888671875,26.900781631469727,31.68242645263672,3.0
27.970996856689453,61.62631607055664,32.06275177001953,25.624313354492188,30.24458122253418,3.0
29.864110946655273,61.894798278808594,35.55136489868164,27.435565948486328,31.715557098388672,3.0
30.940412521362305,61.9691047668457,38.21522903442383,28.149280548095703,32.866004943847656,3.0
30.6086368560791,62.60364532470703,41.40277862548828,27.903385162353516,32.982391357421875,3.0
28.5515079498291,61.61127853393555,34.89712142944336,26.07120704650879,31.026142120361328,3.0
28.546689987182617,61.65053939819336,35.537010192871094,25.86509895324707,30.890296936035156,3.0
28.961868286132812,62.05472183227539,37.547847747802734,26.42184829711914,31.474918365478516,3.0
31.162425994873047,62.794490814208984,41.960968017578125,28.43158531188965,33.01011276245117,3.0
29.29362678527832,61.8252067565918,36.211448669433594,26.880929946899414,31.768836975097656,3.0
31.537960052490234,62.94096755981445,42.488624572753906,28.79961395263672,33.65752410888672,3.0
30.363035202026367,62.409423828125,38.816871643066406,27.86433219909668,32.751346588134766,3.0
28.18748664855957,61.535667419433594,34.31651306152344,25.682384490966797,30.53849220275879,3.0
29.226438522338867,61.61214065551758,33.826560974121094,26.600296020507812,31.156118392944336,3.0
30.29551124572754,62.1463737487793,39.78976058959961,27.684587478637695,32.66594314575195,3.0
29.45665740966797,61.90491485595703,38.56470489501953,26.857383728027344,32.093231201171875,3.0
29.265830993652344,62.50494384765625,39.87152862548828,26.52118492126465,31.598615646362305,3.0
30.564950942993164,62.25571823120117,39.72343444824219,27.88800811767578,32.693580627441406,3.0
30.628522872924805,62.75786590576172,40.87311553955078,28.002172470092773,32.784481048583984,3.0
29.793058395385742,62.115570068359375,37.37360763549805,27.267852783203125,31.757240295410156,3.0
28.478639602661133,61.462257385253906,36.002723693847656,26.024742126464844,31.4204158782959,3.0
31.20435905456543,62.72071838378906,41.36398696899414,28.407100677490234,33.210304260253906,3.0
29.161808013916016,61.93571472167969,36.61545181274414,26.45064353942871,31.202287673950195,3.0
29.054391860961914,61.17729187011719,33.81475067138672,26.67536163330078,31.432703018188477,3.0
29.571691513061523,61.898193359375,36.11427307128906,27.0618839263916,31.497821807861328,3.0
29.17137336730957,61.73893737792969,35.42486572265625,26.559669494628906,31.27833366394043,3.0
28.962080001831055,61.55057144165039,34.34318923950195,26.598039627075195,31.131175994873047,3.0
30.2978572845459,62.39004135131836,39.9886360168457,27.693538665771484,32.75475311279297,3.0
31.19902801513672,62.63619613647461,41.50367736816406,28.620635986328125,33.53157424926758,3.0
30.037824630737305,61.94755935668945,36.99980163574219,27.57843589782715,32.58375549316406,3.0
29.612890243530273,62.01921844482422,37.925533294677734,26.872102737426758,31.609830856323242,3.0
30.463336944580078,62.27988052368164,38.539615631103516,27.4881534576416,32.184444427490234,3.0
30.876527786254883,62.09404373168945,39.2365608215332,28.274274826049805,32.941410064697266,3.0
29.40379524230957,61.66298294067383,35.160804748535156,26.918394088745117,31.440574645996094,3.0
30.12684440612793,61.97140121459961,38.49161148071289,27.45232582092285,32.31049346923828,3.0
29.41236686706543,61.841102600097656,36.99321365356445,26.696287155151367,31.56337547302246,3.0
29.6804141998291,62.389137268066406,38.71449279785156,27.025545120239258,31.251319885253906,3.0
29.47643280029297,61.334651947021484,34.056724548339844,26.872467041015625,31.3272647857666,3.0
29.766475677490234,61.4394416809082,33.994361877441406,27.255046844482422,31.991281509399414,3.0
29.274702072143555,61.978389739990234,34.79575729370117,26.65435028076172,31.3519287109375,3.0
30.090343475341797,62.106807708740234,38.439510345458984,27.37303352355957,32.07503128051758,3.0
29.11538314819336,61.61723709106445,36.83248519897461,26.431806564331055,31.59758186340332,3.0
29.478431701660156,61.94306564331055,37.20523452758789,26.63258934020996,31.64203453063965,3.0
30.433256149291992,61.70533752441406,36.17072296142578,27.863611221313477,32.404964447021484,3.0
29.815677642822266,61.94313430786133,37.215518951416016,27.386579513549805,32.076271057128906,3.0
30.1348819732666,62.62934112548828,39.06343460083008,27.388423919677734,31.83722496032715,3.0
31.19428253173828,62.52458953857422,40.07186508178711,28.570833206176758,33.03154373168945,3.0
28.54465103149414,61.4036750793457,33.36833953857422,26.178150177001953,31.123062133789062,3.0
30.412691116333008,62.485984802246094,39.360050201416016,27.896055221557617,32.71305465698242,3.0
29.7220458984375,61.44193649291992,36.94891357421875,27.23504066467285,32.276161193847656,3.0
30.61808967590332,62.76527786254883,40.601802825927734,27.86233139038086,32.65337371826172,3.0
30.756004333496094,62.73467254638672,41.50045394897461,27.960613250732422,32.56113815307617,3.0
32.101806640625,62.95403289794922,42.61802291870117,29.583065032958984,34.19791030883789,3.0
30.864768981933594,62.76677703857422,41.52277755737305,28.23505210876465,33.00533676147461,3.0
31.354082107543945,62.4791374206543,40.453208923339844,28.570772171020508,33.22496032714844,3.0
29.71337127685547,62.07762908935547,36.96636962890625,27.18264389038086,32.16053009033203,3.0
31.048965454101562,62.97138977050781,42.94440841674805,28.219768524169922,32.8147087097168,3.0
30.92493438720703,62.895057678222656,41.22364807128906,28.134931564331055,32.496158599853516,3.0
31.437801361083984,62.93948745727539,42.51576232910156,28.587385177612305,33.33565139770508,3.0
29.484535217285156,61.924739837646484,35.44523239135742,26.925559997558594,31.520496368408203,3.0
30.624483108520508,63.138362884521484,44.827308654785156,27.63502311706543,33.17304992675781,3.0
31.180374145507812,63.13229751586914,44.76518249511719,28.19428062438965,33.091819763183594,3.0
30.969905853271484,62.56393814086914,41.42059326171875,28.13880157470703,33.275123596191406,3.0
28.81045913696289,61.44377899169922,33.46881103515625,26.369529724121094,31.15223503112793,3.0
30.04529571533203,62.309879302978516,39.30326461791992,27.225250244140625,31.847436904907227,3.0
28.40460968017578,61.27775955200195,31.70914649963379,25.952632904052734,30.866235733032227,3.0
28.94314956665039,61.23515701293945,33.84743881225586,26.6059513092041,31.45307731628418,3.0
29.84666633605957,62.03749465942383,38.85348129272461,27.036094665527344,32.30720901489258,3.0
30.703176498413086,62.43246841430664,38.38488006591797,28.06559181213379,32.773712158203125,3.0
31.648571014404297,63.05354309082031,43.97751235961914,28.972248077392578,33.603206634521484,3.0
29.66035270690918,62.03974151611328,37.631446838378906,26.766157150268555,31.694805145263672,3.0
29.711904525756836,61.882789611816406,37.86098861694336,27.298358917236328,32.311771392822266,3.0
30.05953598022461,62.15208053588867,37.812522888183594,27.516632080078125,32.20177459716797,3.0
29.883705139160156,62.394439697265625,38.61614227294922,27.250102996826172,31.968786239624023,3.0
28.198652267456055,61.737945556640625,37.20166015625,25.45336151123047,30.97537612915039,3.0
28.196691513061523,61.10540771484375,31.414411544799805,25.681337356567383,30.47426414489746,3.0
29.501253128051758,61.60466766357422,34.282161712646484,27.142841339111328,31.741361618041992,3.0
29.304039001464844,61.64820098876953,34.9292106628418,26.862611770629883,31.62044334411621,3.0
29.843955993652344,62.10193634033203,37.2298583984375,27.11165428161621,31.91039276123047,3.0
28.945396423339844,61.42366409301758,34.277950286865234,26.55584716796875,31.364299774169922,3.0
29.0953311920166,61.90186309814453,37.07439422607422,26.49358367919922,31.201086044311523,3.0
31.39685821533203,62.543182373046875,40.754432678222656,28.713401794433594,33.354732513427734,3.0
30.349451065063477,61.90584945678711,36.7857666015625,27.875110626220703,32.52372741699219,3.0
28.835277557373047,61.242088317871094,34.70928192138672,26.295915603637695,31.06846809387207,3.0
30.0394287109375,62.1470947265625,39.104530334472656,27.51051139831543,32.5340690612793,3.0
30.187088012695312,62.28107452392578,40.461456298828125,27.393892288208008,32.415714263916016,3.0
29.826465606689453,61.915008544921875,36.00506591796875,27.34546661376953,31.87466812133789,3.0
31.661128997802734,63.35191345214844,46.0305061340332,28.73682403564453,33.93381118774414,3.0
29.263507843017578,62.05311584472656,35.30997085571289,26.522323608398438,31.146352767944336,3.0
28.63515281677246,61.582401275634766,35.69668197631836,26.119680404663086,31.247268676757812,3.0
29.702856063842773,62.068702697753906,36.71014404296875,27.151906967163086,31.80882453918457,3.0
29.139673233032227,61.945709228515625,35.172706604003906,26.770503997802734,31.6568546295166,3.0
31.37685775756836,62.641700744628906,43.3962516784668,28.54523468017578,33.365631103515625,3.0
29.998130798339844,62.204715728759766,36.71626663208008,27.47991180419922,32.00289535522461,3.0
30.6860408782959,62.53559875488281,40.38313293457031,27.98670768737793,32.75184631347656,3.0
30.030136108398438,62.047306060791016,38.88302230834961,27.368234634399414,32.55331039428711,3.0
30.945709228515625,62.54426193237305,40.883331298828125,28.224693298339844,33.068058013916016,3.0
29.279008865356445,62.39231872558594,39.08457946777344,26.404430389404297,31.086894989013672,3.0
29.802322387695312,61.50011444091797,35.30141067504883,27.344301223754883,31.923694610595703,3.0
29.85081672668457,62.04969787597656,37.626853942871094,27.442869186401367,32.26130294799805,3.0
31.340713500976562,62.716190338134766,41.26820373535156,28.602880477905273,33.327552795410156,3.0
30.273374557495117,62.68541717529297,41.23931884765625,27.53713035583496,32.47235107421875,3.0
30.019729614257812,62.07392120361328,38.35303497314453,27.391603469848633,32.322898864746094,3.0
29.51219940185547,62.12549591064453,38.89548110961914,26.79973030090332,31.911924362182617,3.0
29.481067657470703,61.78634262084961,35.79357147216797,27.005414962768555,32.09172439575195,3.0
31.802419662475586,62.80638885498047,43.479576110839844,28.914751052856445,33.56742858886719,3.0
29.758642196655273,61.85494613647461,35.797550201416016,27.23027992248535,32.55120086669922,3.0
29.055173873901367,62.08712387084961,39.11883544921875,26.31599998474121,31.94005012512207,3.0
28.88870620727539,61.35078811645508,35.07817459106445,26.355161666870117,31.396080017089844,3.0
28.985509872436523,61.69654846191406,35.522708892822266,26.40758514404297,31.361736297607422,3.0
28.802270889282227,61.72335433959961,34.52145004272461,26.282258987426758,31.021615982055664,3.0
29.37811851501465,61.17216873168945,33.45747375488281,27.084388732910156,31.626558303833008,3.0
29.69904136657715,62.265724182128906,38.10680389404297,26.89687728881836,31.892192840576172,3.0
30.624494552612305,62.57373046875,39.671234130859375,28.088640213012695,32.759071350097656,3.0
29.315242767333984,61.54656982421875,34.919647216796875,26.83774185180664,31.975997924804688,3.0
28.659513473510742,61.68885040283203,34.46065139770508,26.06171989440918,30.88210678100586,3.0
29.765005111694336,62.03660583496094,35.80516815185547,27.07109832763672,31.44091033935547,3.0
30.486019134521484,62.819976806640625,40.79434585571289,27.709074020385742,32.26857376098633,3.0
28.974672317504883,61.780906677246094,35.654937744140625,26.278535842895508,31.160837173461914,3.0
31.1379337310791,62.88017654418945,42.261627197265625,28.474143981933594,33.336509704589844,3.0
28.923931121826172,62.117733001708984,36.574283599853516,26.36623764038086,30.944042205810547,3.0
31.279356002807617,63.200965881347656,43.9096794128418,28.430248260498047,33.604488372802734,3.0
29.530364990234375,61.82109069824219,35.988914489746094,26.989561080932617,31.697479248046875,3.0
30.548315048217773,62.498748779296875,40.69605255126953,27.92086410522461,32.957359313964844,3.0
30.265811920166016,62.06172561645508,37.86616897583008,27.608835220336914,32.09476852416992,3.0
30.85870361328125,62.68665313720703,41.311134338378906,27.776029586791992,32.59819793701172,3.0
31.922290802001953,63.227081298828125,43.68373107910156,29.120145797729492,33.711978912353516,3.0
30.325069427490234,62.22138214111328,38.61731719970703,27.627094268798828,32.1751708984375,3.0
30.50334930419922,62.44526672363281,40.88570785522461,27.724246978759766,32.74846267700195,3.0
28.933109283447266,61.42988204956055,33.39470672607422,26.452133178710938,30.95465850830078,3.0
28.897348403930664,61.67112350463867,36.02916717529297,26.09255599975586,30.94428825378418,3.0
29.745418548583984,61.75783157348633,36.80314254760742,27.224899291992188,32.159881591796875,3.0
30.25543975830078,62.4831657409668,40.76981735229492,27.473276138305664,32.361785888671875,3.0
29.502763748168945,61.56053924560547,34.745887756347656,26.95229148864746,31.95810317993164,3.0
28.89877700805664,61.433006286621094,34.17387390136719,26.4317626953125,31.040252685546875,3.0
30.2736759185791,62.30662536621094,38.6945915222168,27.56771469116211,32.115291595458984,3.0
29.232162475585938,61.61310958862305,33.400779724121094,26.614097595214844,31.04175567626953,3.0
27.789091110229492,61.10905838012695,30.792325973510742,25.41282844543457,29.87830352783203,3.0
29.953880310058594,62.37785720825195,38.99919891357422,27.386383056640625,31.760316848754883,3.0
28.683595657348633,61.01576232910156,33.843414306640625,26.246397018432617,31.37339210510254,3.0
31.19989585876465,62.92984390258789,41.427703857421875,28.49588966369629,33.569854736328125,3.0
29.98357391357422,62.0941047668457,38.92871856689453,27.415660858154297,32.310882568359375,3.0
29.850391387939453,61.87012481689453,36.54051208496094,27.279508590698242,32.310245513916016,3.0
29.230581283569336,61.58355712890625,35.12497329711914,26.794633865356445,31.3438720703125,3.0
29.598499298095703,62.04513931274414,38.74076843261719,26.8546142578125,31.791181564331055,3.0
29.688329696655273,61.804141998291016,36.3158073425293,27.23576545715332,31.755569458007812,3.0
30.94402313232422,62.6125373840332,40.707576751708984,28.28370475769043,33.06415557861328,3.0
30.456878662109375,62.29447555541992,39.485355377197266,27.872522354125977,32.94418716430664,3.0
29.170116424560547,61.54495620727539,34.43075180053711,26.711280822753906,30.94287109375,3.0
28.957609176635742,60.98539733886719,32.60236740112305,26.537256240844727,31.138442993164062,3.0
30.61963653564453,62.102962493896484,38.34224319458008,27.851825714111328,32.52496337890625,3.0
30.392627716064453,62.399417877197266,38.333534240722656,27.71881103515625,32.02088928222656,3.0
31.536865234375,62.79649353027344,43.7182502746582,28.6827449798584,33.64771270751953,3.0
30.197460174560547,61.991607666015625,38.13079071044922,27.496715545654297,32.35215377807617,3.0
28.709566116333008,61.10294723510742,32.406429290771484,26.165271759033203,30.916898727416992,3.0
29.612960815429688,61.493324279785156,34.24506378173828,27.200265884399414,31.924482345581055,3.0
30.842973709106445,62.823246002197266,42.29916763305664,27.849727630615234,32.751747131347656,3.0
29.070520401000977,61.43513870239258,34.11737060546875,26.639793395996094,31.515750885009766,3.0
27.213613510131836,60.64592742919922,30.97051429748535,24.9742374420166,30.13303565979004,3.0
30.3837833404541,62.02721405029297,37.44411087036133,27.67518424987793,32.318016052246094,3.0
28.332260131835938,62.112796783447266,37.124786376953125,25.590417861938477,30.47688102722168,3.0
29.578044891357422,62.002037048339844,38.56414794921875,27.031322479248047,32.131290435791016,3.0
28.140613555908203,61.34193801879883,32.67336654663086,25.744827270507812,30.33279037475586,3.0
29.105579376220703,61.422080993652344,34.54979705810547,26.65084457397461,31.79939079284668,3.0
30.187211990356445,62.373130798339844,38.33675765991211,27.496339797973633,32.236392974853516,3.0
28.07906150817871,61.68406295776367,33.741546630859375,25.61561393737793,30.479541778564453,3.0
30.558473587036133,62.45975875854492,39.560630798339844,27.87335968017578,32.64760208129883,3.0
30.68784523010254,62.96303939819336,40.7364501953125,28.113611221313477,32.581993103027344,3.0
30.89975929260254,62.7381706237793,40.49856948852539,28.242923736572266,32.977752685546875,3.0
32.78403091430664,63.27637481689453,45.74782180786133,29.891504287719727,34.58776092529297,3.0
26.556425094604492,60.87953567504883,30.681093215942383,24.009063720703125,29.260332107543945,3.0
29.885299682617188,62.40934753417969,38.64619064331055,27.288677215576172,31.807600021362305,3.0
27.824569702148438,60.89162826538086,30.696683883666992,25.600317001342773,30.3895206451416,3.0
28.88275718688965,61.11812210083008,34.4646110534668,26.344547271728516,31.465307235717773,3.0
29.949710845947266,62.235740661621094,38.38798904418945,27.280166625976562,31.891164779663086,3.0
29.973127365112305,62.22124099731445,40.459922790527344,27.34033966064453,32.6759033203125,3.0
29.148853302001953,61.727603912353516,35.835960388183594,26.384138107299805,31.33284568786621,3.0
29.421098709106445,61.229244232177734,35.128326416015625,26.504688262939453,31.19420623779297,3.0
29.584320068359375,62.32411575317383,37.90061950683594,26.955339431762695,31.212312698364258,3.0
30.164844512939453,62.387840270996094,38.639949798583984,27.370058059692383,32.0811653137207,3.0
29.264087677001953,61.8282470703125,37.97930908203125,26.633569717407227,32.12069320678711,3.0
29.905916213989258,62.333824157714844,38.67163848876953,27.11678123474121,31.941505432128906,3.0
27.679977416992188,60.986122131347656,32.38202667236328,25.392602920532227,30.73860740661621,3.0
30.776145935058594,62.289085388183594,42.04072189331055,27.993690490722656,33.13066101074219,3.0
28.91652488708496,61.575313568115234,33.785797119140625,26.412521362304688,30.946544647216797,3.0
30.826175689697266,62.408447265625,40.41352462768555,28.090181350708008,32.978355407714844,3.0
29.0658016204834,62.14216995239258,37.119754791259766,26.253873825073242,31.322702407836914,3.0
28.571189880371094,61.4432258605957,33.75080871582031,26.1931209564209,31.131376266479492,3.0
30.114723205566406,62.69243621826172,41.439720153808594,27.175533294677734,32.04044723510742,3.0
30.560226440429688,62.05677795410156,38.04811096191406,27.963891983032227,32.37677764892578,3.0
31.70941162109375,62.853668212890625,42.90008544921875,29.307077407836914,34.09153747558594,3.0
28.667102813720703,61.64714431762695,35.20808029174805,26.126121520996094,31.18733024597168,3.0
29.08390998840332,61.86934280395508,35.465152740478516,26.669878005981445,31.49688720703125,3.0
28.671964645385742,61.97074508666992,36.43919372558594,25.98090362548828,30.899681091308594,3.0
30.518943786621094,62.46083450317383,40.073604583740234,27.811723709106445,32.572933197021484,3.0
29.920440673828125,62.21479034423828,36.91706085205078,27.425554275512695,32.327754974365234,3.0
29.281944274902344,61.906578063964844,37.36474609375,26.57550811767578,31.934492111206055,3.0
32.160221099853516,62.95591354370117,42.95665740966797,29.357454299926758,34.056419372558594,3.0
30.134355545043945,62.8236083984375,40.248931884765625,27.294023513793945,31.692846298217773,3.0
28.817960739135742,61.64469528198242,34.1331672668457,26.293643951416016,31.291133880615234,3.0
28.619726181030273,61.526397705078125,33.002681732177734,26.264087677001953,30.771949768066406,3.0
28.276472091674805,61.51127243041992,34.58757019042969,25.642257690429688,30.90867042541504,3.0
26.972118377685547,60.191261291503906,27.39235496520996,24.924203872680664,29.576622009277344,3.0
29.109844207763672,61.240203857421875,33.84440994262695,26.704891204833984,31.5443058013916,3.0
28.507022857666016,61.79410171508789,36.033973693847656,26.091928482055664,31.16946029663086,3.0
30.441211700439453,62.06187057495117,38.1173095703125,27.91865348815918,32.354759216308594,3.0
30.88543701171875,62.362735748291016,39.93141555786133,28.403398513793945,33.46087646484375,3.0
29.320587158203125,62.17755889892578,40.19554901123047,26.646329879760742,32.40489959716797,3.0
29.845548629760742,62.11307907104492,36.04170227050781,27.40889549255371,32.11250686645508,3.0
29.862489700317383,61.72209167480469,35.534217834472656,27.094873428344727,31.207929611206055,3.0
30.94057846069336,62.565269470214844,40.93031692504883,28.228837966918945,32.93825149536133,3.0
28.263717651367188,61.51975631713867,35.42805480957031,25.665925979614258,30.765275955200195,3.0
31.267141342163086,62.75098419189453,41.940792083740234,28.390399932861328,33.0497932434082,3.0
30.73849105834961,62.37205123901367,41.173858642578125,28.02102279663086,32.763790130615234,3.0
29.724262237548828,61.82475280761719,35.83768844604492,27.072021484375,31.345001220703125,3.0
31.332988739013672,62.92833709716797,41.82716369628906,28.670637130737305,33.36489486694336,3.0
29.69756507873535,61.835609436035156,36.73091125488281,27.03619384765625,31.812747955322266,3.0
30.126066207885742,62.02630615234375,38.89191436767578,27.60249900817871,32.6379280090332,3.0
27.682945251464844,61.68979263305664,32.9279899597168,25.061594009399414,29.541906356811523,3.0
27.749387741088867,60.76017379760742,30.142183303833008,25.403385162353516,30.013004302978516,3.0
30.13599395751953,62.120567321777344,38.63729476928711,27.542024612426758,32.41822814941406,3.0
29.73129653930664,61.73109817504883,36.09268569946289,27.08767318725586,31.81258201599121,3.0
29.812166213989258,62.23711013793945,37.47475814819336,27.296045303344727,32.07513427734375,3.0
30.54205322265625,62.85234832763672,43.3880729675293,27.71868133544922,32.944766998291016,3.0
29.26970100402832,61.77603530883789,34.99869155883789,26.57393455505371,31.035486221313477,3.0
30.54909324645996,62.28779602050781,37.544071197509766,27.849897384643555,32.66307830810547,3.0
30.31925392150879,62.03120422363281,38.342227935791016,27.68712043762207,32.26179885864258,3.0
30.347270965576172,61.8306999206543,37.02341079711914,27.832914352416992,32.464637756347656,3.0
31.10689353942871,62.74171829223633,42.37261962890625,28.484935760498047,33.33114242553711,3.0
29.370080947875977,61.67265319824219,35.825260162353516,26.747739791870117,31.49131202697754,3.0
29.68964385986328,62.14350509643555,37.53583526611328,26.946914672851562,31.601472854614258,3.0
30.348506927490234,62.1247673034668,38.72291946411133,27.373332977294922,31.95667839050293,3.0
28.806442260742188,61.20301818847656,33.266075134277344,26.265302658081055,30.682147979736328,3.0
29.092145919799805,61.94968032836914,35.27988815307617,26.603782653808594,31.188243865966797,3.0
28.859115600585938,61.239383697509766,33.69010925292969,26.36087989807129,31.263504028320312,3.0
30.796295166015625,62.19776153564453,38.970855712890625,28.079931259155273,32.78385543823242,3.0
